cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
8684524,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-prop-2-enylthiourea,,323.9,C16H22ClN3S,59.4,342,4.1,21,2,2,4,"InChI=1S/C16H22ClN3S/c1-2-9-18-16(21)19-14-12-13(17)7-8-15(14)20-10-5-3-4-6-11-20/h2,7-8,12H,1,3-6,9-11H2,(H2,18,19,21)",C=CCNC(=S)NC1=C(C=CC(=C1)Cl)N2CCCCCC2,ZZJJXVXPPWZFLH-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-prop-2-enylthiourea,323.122,323.122,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684525,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-(2-morpholin-4-ium-4-ylethyl)thiourea,,398,C19H30ClN4OS+,73.1,428,3.1,26,3,3,5,"InChI=1S/C19H29ClN4OS/c20-16-5-6-18(24-8-3-1-2-4-9-24)17(15-16)22-19(26)21-7-10-23-11-13-25-14-12-23/h5-6,15H,1-4,7-14H2,(H2,21,22,26)/p+1",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NCC[NH+]3CCOCC3,HSCILOKKQPDGLP-UHFFFAOYSA-O,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-(2-morpholin-4-ium-4-ylethyl)thiourea,397.183,397.183,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684526,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-(2-morpholin-4-ylethyl)thiourea,,397,C19H29ClN4OS,71.9,428,3.1,26,2,4,5,"InChI=1S/C19H29ClN4OS/c20-16-5-6-18(24-8-3-1-2-4-9-24)17(15-16)22-19(26)21-7-10-23-11-13-25-14-12-23/h5-6,15H,1-4,7-14H2,(H2,21,22,26)",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NCCN3CCOCC3,HSCILOKKQPDGLP-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-(2-morpholin-4-ylethyl)thiourea,396.175,396.175,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684527,2-[[2-(Azepan-1-yl)-5-chlorophenyl]carbamothioylamino]ethyl-dimethylazanium,,355.9,C17H28ClN4S+,63.8,359,3.5,23,3,2,5,"InChI=1S/C17H27ClN4S/c1-21(2)12-9-19-17(23)20-15-13-14(18)7-8-16(15)22-10-5-3-4-6-11-22/h7-8,13H,3-6,9-12H2,1-2H3,(H2,19,20,23)/p+1",C[NH+](C)CCNC(=S)NC1=C(C=CC(=C1)Cl)N2CCCCCC2,RECGDVYQGUIFTL-UHFFFAOYSA-O,2-[[2-(azepan-1-yl)-5-chlorophenyl]carbamothioylamino]ethyl-dimethylazanium,355.172,355.172,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684528,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-[2-(dimethylamino)ethyl]thiourea,,354.9,C17H27ClN4S,62.6,359,3.5,23,2,3,5,"InChI=1S/C17H27ClN4S/c1-21(2)12-9-19-17(23)20-15-13-14(18)7-8-16(15)22-10-5-3-4-6-11-22/h7-8,13H,3-6,9-12H2,1-2H3,(H2,19,20,23)",CN(C)CCNC(=S)NC1=C(C=CC(=C1)Cl)N2CCCCCC2,RECGDVYQGUIFTL-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-[2-(dimethylamino)ethyl]thiourea,354.164,354.164,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684530,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-(furan-2-ylmethyl)thiourea,,363.9,C18H22ClN3OS,72.5,404,4.1,24,2,3,4,"InChI=1S/C18H22ClN3OS/c19-14-7-8-17(22-9-3-1-2-4-10-22)16(12-14)21-18(24)20-13-15-6-5-11-23-15/h5-8,11-12H,1-4,9-10,13H2,(H2,20,21,24)",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NCC3=CC=CO3,GQLYJJFWOFLWTR-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-(furan-2-ylmethyl)thiourea,363.117,363.117,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684531,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-(3-morpholin-4-ium-4-ylpropyl)thiourea,,412,C20H32ClN4OS+,73.1,442,3.5,27,3,3,6,"InChI=1S/C20H31ClN4OS/c21-17-6-7-19(25-10-3-1-2-4-11-25)18(16-17)23-20(27)22-8-5-9-24-12-14-26-15-13-24/h6-7,16H,1-5,8-15H2,(H2,22,23,27)/p+1",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NCCC[NH+]3CCOCC3,VNFCMHWWXRLDHP-UHFFFAOYSA-O,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-(3-morpholin-4-ium-4-ylpropyl)thiourea,411.199,411.199,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684532,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-(3-morpholin-4-ylpropyl)thiourea,,411,C20H31ClN4OS,71.9,442,3.5,27,2,4,6,"InChI=1S/C20H31ClN4OS/c21-17-6-7-19(25-10-3-1-2-4-11-25)18(16-17)23-20(27)22-8-5-9-24-12-14-26-15-13-24/h6-7,16H,1-5,8-15H2,(H2,22,23,27)",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NCCCN3CCOCC3,VNFCMHWWXRLDHP-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-(3-morpholin-4-ylpropyl)thiourea,410.191,410.191,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684534,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-[[(2S)-oxolan-2-yl]methyl]thiourea,,367.9,C18H26ClN3OS,68.6,404,3.9,24,2,3,4,"InChI=1S/C18H26ClN3OS/c19-14-7-8-17(22-9-3-1-2-4-10-22)16(12-14)21-18(24)20-13-15-6-5-11-23-15/h7-8,12,15H,1-6,9-11,13H2,(H2,20,21,24)/t15-/m0/s1",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NC[C@@H]3CCCO3,MPWQKXLGFQHEJY-HNNXBMFYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-[[(2S)-oxolan-2-yl]methyl]thiourea,367.149,367.149,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684536,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-[[(2R)-oxolan-2-yl]methyl]thiourea,,367.9,C18H26ClN3OS,68.6,404,3.9,24,2,3,4,"InChI=1S/C18H26ClN3OS/c19-14-7-8-17(22-9-3-1-2-4-10-22)16(12-14)21-18(24)20-13-15-6-5-11-23-15/h7-8,12,15H,1-6,9-11,13H2,(H2,20,21,24)/t15-/m1/s1",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NC[C@H]3CCCO3,MPWQKXLGFQHEJY-OAHLLOKOSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-[[(2R)-oxolan-2-yl]methyl]thiourea,367.149,367.149,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684537,1-[2-(Azepan-1-yl)-5-chlorophenyl]-3-cyclopropylthiourea,,323.9,C16H22ClN3S,59.4,353,4,21,2,2,3,"InChI=1S/C16H22ClN3S/c17-12-5-8-15(20-9-3-1-2-4-10-20)14(11-12)19-16(21)18-13-6-7-13/h5,8,11,13H,1-4,6-7,9-10H2,(H2,18,19,21)",C1CCCN(CC1)C2=C(C=C(C=C2)Cl)NC(=S)NC3CC3,GDBGFSMMLLLPHF-UHFFFAOYSA-N,1-[2-(azepan-1-yl)-5-chlorophenyl]-3-cyclopropylthiourea,323.122,323.122,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8684538,Methyl 6-[[2-(azepan-1-yl)-5-chlorophenyl]carbamothioylamino]hexanoate,,412,C20H30ClN3O2S,85.7,459,4.4,27,2,4,9,"InChI=1S/C20H30ClN3O2S/c1-26-19(25)9-5-4-6-12-22-20(27)23-17-15-16(21)10-11-18(17)24-13-7-2-3-8-14-24/h10-11,15H,2-9,12-14H2,1H3,(H2,22,23,27)",COC(=O)CCCCCNC(=S)NC1=C(C=CC(=C1)Cl)N2CCCCCC2,YLJKOJCEOHIPES-UHFFFAOYSA-N,methyl 6-[[2-(azepan-1-yl)-5-chlorophenyl]carbamothioylamino]hexanoate,411.175,411.175,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8685030,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]-3-oxoprop-1-enyl]-2-methoxyphenoxy]acetonitrile,AKOS000951835,390.5,C24H26N2O3,62.6,580,4.7,29,0,5,7,"InChI=1S/C24H26N2O3/c1-28-24-18-19(7-13-23(24)29-17-14-25)6-12-22(27)20-8-10-21(11-9-20)26-15-4-2-3-5-16-26/h6-13,18H,2-5,15-17H2,1H3/b12-6+",COC1=C(C=CC(=C1)/C=C/C(=O)C2=CC=C(C=C2)N3CCCCCC3)OCC#N,ZTZUNCRARYRNKH-WUXMJOGZSA-N,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]-3-oxoprop-1-enyl]-2-methoxyphenoxy]acetonitrile,390.194,390.194,0,1,0,0,0,0,1,1,0,0,0,0,,,0,,20060730,ABI Chem|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|ChemSpider|DiscoveryGate|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8698006,"N-[2-(azepan-1-yl)-5-chlorophenyl]-3,4,5-trimethoxybenzamide",,418.9,C22H27ClN2O4,60,501,4.6,29,1,5,6,"InChI=1S/C22H27ClN2O4/c1-27-19-12-15(13-20(28-2)21(19)29-3)22(26)24-17-14-16(23)8-9-18(17)25-10-6-4-5-7-11-25/h8-9,12-14H,4-7,10-11H2,1-3H3,(H,24,26)",COC1=CC(=CC(=C1OC)OC)C(=O)NC2=C(C=CC(=C2)Cl)N3CCCCCC3,SSJQMPPJFMTYIS-UHFFFAOYSA-N,"N-[2-(azepan-1-yl)-5-chlorophenyl]-3,4,5-trimethoxybenzamide",418.166,418.166,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8701162,"4-(azepan-1-yl)-N-(1,3-benzodioxol-5-yl)-3-nitrobenzamide",,383.4,C20H21N3O5,96.6,561,3.7,28,1,6,3,"InChI=1S/C20H21N3O5/c24-20(21-15-6-8-18-19(12-15)28-13-27-18)14-5-7-16(17(11-14)23(25)26)22-9-3-1-2-4-10-22/h5-8,11-12H,1-4,9-10,13H2,(H,21,24)",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NC3=CC4=C(C=C3)OCO4)[N+](=O)[O-],DOXHHZDWKMNABC-UHFFFAOYSA-N,"4-(azepan-1-yl)-N-(1,3-benzodioxol-5-yl)-3-nitrobenzamide",383.148,383.148,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8713667,4-(azepan-1-yl)-N'-(4-fluorobenzoyl)-3-nitrobenzohydrazide,,400.4,C20H21FN4O4,107,584,3.6,29,2,6,3,"InChI=1S/C20H21FN4O4/c21-16-8-5-14(6-9-16)19(26)22-23-20(27)15-7-10-17(18(13-15)25(28)29)24-11-3-1-2-4-12-24/h5-10,13H,1-4,11-12H2,(H,22,26)(H,23,27)",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NNC(=O)C3=CC=C(C=C3)F)[N+](=O)[O-],YGDPPDLVPUILMU-UHFFFAOYSA-N,4-(azepan-1-yl)-N'-(4-fluorobenzoyl)-3-nitrobenzohydrazide,400.155,400.155,0,1,0,0,0,0,0,0,0,0,0,0,,Classification,1,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8714090,4-(azepan-1-yl)-N-(2-methylphenyl)-3-nitrobenzamide,,353.4,C20H23N3O3,78.2,485,4.3,26,1,4,3,"InChI=1S/C20H23N3O3/c1-15-8-4-5-9-17(15)21-20(24)16-10-11-18(19(14-16)23(25)26)22-12-6-2-3-7-13-22/h4-5,8-11,14H,2-3,6-7,12-13H2,1H3,(H,21,24)",CC1=CC=CC=C1NC(=O)C2=CC(=C(C=C2)N3CCCCCC3)[N+](=O)[O-],SLKWVAREJBPZCK-UHFFFAOYSA-N,4-(azepan-1-yl)-N-(2-methylphenyl)-3-nitrobenzamide,353.174,353.174,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8727133,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]phenoxy]acetonitrile,,360.4,C23H24N2O2,53.3,526,4.8,27,0,4,6,"InChI=1S/C23H24N2O2/c24-15-18-27-22-12-8-20(9-13-22)23(26)14-7-19-5-10-21(11-6-19)25-16-3-1-2-4-17-25/h5-14H,1-4,16-18H2/b14-7+",C1CCCN(CC1)C2=CC=C(C=C2)/C=C/C(=O)C3=CC=C(C=C3)OCC#N,MNJQGXGUBWFBOX-VGOFMYFVSA-N,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]phenoxy]acetonitrile,360.184,360.184,0,1,0,0,0,0,1,1,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8727460,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]-2-methoxyphenoxy]acetate,,408.5,C24H26NO5-,78.9,571,5.2,30,0,6,7,"InChI=1S/C24H27NO5/c1-29-23-16-19(9-13-22(23)30-17-24(27)28)21(26)12-8-18-6-10-20(11-7-18)25-14-4-2-3-5-15-25/h6-13,16H,2-5,14-15,17H2,1H3,(H,27,28)/p-1/b12-8+",COC1=C(C=CC(=C1)C(=O)/C=C/C2=CC=C(C=C2)N3CCCCCC3)OCC(=O)[O-],OIQGQNKFTYKMEK-XYOKQWHBSA-M,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]-2-methoxyphenoxy]acetate,408.181,408.181,-1,1,0,0,0,0,1,1,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8727461,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]-2-methoxyphenoxy]acetic acid,,409.5,C24H27NO5,76.1,576,4.6,30,1,6,8,"InChI=1S/C24H27NO5/c1-29-23-16-19(9-13-22(23)30-17-24(27)28)21(26)12-8-18-6-10-20(11-7-18)25-14-4-2-3-5-15-25/h6-13,16H,2-5,14-15,17H2,1H3,(H,27,28)/b12-8+",COC1=C(C=CC(=C1)C(=O)/C=C/C2=CC=C(C=C2)N3CCCCCC3)OCC(=O)O,OIQGQNKFTYKMEK-XYOKQWHBSA-N,2-[4-[(E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoyl]-2-methoxyphenoxy]acetic acid,409.189,409.189,0,1,0,0,0,0,1,1,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8780443,4-(azepan-1-yl)-N-(2-fluorophenyl)-3-nitrobenzamide,,357.4,C19H20FN3O3,78.2,491,4,26,1,5,3,"InChI=1S/C19H20FN3O3/c20-15-7-3-4-8-16(15)21-19(24)14-9-10-17(18(13-14)23(25)26)22-11-5-1-2-6-12-22/h3-4,7-10,13H,1-2,5-6,11-12H2,(H,21,24)",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NC3=CC=CC=C3F)[N+](=O)[O-],MKSPWMYHQMYOCF-UHFFFAOYSA-N,4-(azepan-1-yl)-N-(2-fluorophenyl)-3-nitrobenzamide,357.149,357.149,0,1,0,0,0,0,0,0,0,0,0,0,,Classification,1,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8806367,[2-[4-(Azepan-1-yl)anilino]-2-oxoethyl] 2-(4-acetylphenoxy)acetate,,424.5,C24H28N2O5,84.9,587,3.7,31,1,6,9,"InChI=1S/C24H28N2O5/c1-18(27)19-6-12-22(13-7-19)30-17-24(29)31-16-23(28)25-20-8-10-21(11-9-20)26-14-4-2-3-5-15-26/h6-13H,2-5,14-17H2,1H3,(H,25,28)",CC(=O)C1=CC=C(C=C1)OCC(=O)OCC(=O)NC2=CC=C(C=C2)N3CCCCCC3,GJKNFWLNUAKNLW-UHFFFAOYSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] 2-(4-acetylphenoxy)acetate,424.2,424.2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8806519,Methyl 3-[2-[4-(azepan-1-yl)anilino]-2-oxoethoxy]benzoate,,382.5,C22H26N2O4,67.9,497,4,28,1,5,7,"InChI=1S/C22H26N2O4/c1-27-22(26)17-7-6-8-20(15-17)28-16-21(25)23-18-9-11-19(12-10-18)24-13-4-2-3-5-14-24/h6-12,15H,2-5,13-14,16H2,1H3,(H,23,25)",COC(=O)C1=CC(=CC=C1)OCC(=O)NC2=CC=C(C=C2)N3CCCCCC3,YXAWDWGSLSYCHV-UHFFFAOYSA-N,methyl 3-[2-[4-(azepan-1-yl)anilino]-2-oxoethoxy]benzoate,382.189,382.189,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8806672,"N-[4-(azepan-1-yl)phenyl]-2-(4,6-diaminopyrimidin-2-yl)sulfanylacetamide",AKOS006551917,372.5,C18H24N6OS,135,427,2.6,26,3,7,5,"InChI=1S/C18H24N6OS/c19-15-11-16(20)23-18(22-15)26-12-17(25)21-13-5-7-14(8-6-13)24-9-3-1-2-4-10-24/h5-8,11H,1-4,9-10,12H2,(H,21,25)(H4,19,20,22,23)",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CSC3=NC(=CC(=N3)N)N,RIBUKRYZVHNDDF-UHFFFAOYSA-N,"N-[4-(azepan-1-yl)phenyl]-2-(4,6-diaminopyrimidin-2-yl)sulfanylacetamide",372.173,372.173,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|AKos Consulting & Solutions|Ambinter|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8807204,"N-[4-(azepan-1-yl)phenyl]-2-[[4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl]acetamide",,425.5,C22H27N5O2S,101,552,3.6,30,1,6,6,"InChI=1S/C22H27N5O2S/c1-16-19(11-14-29-16)21-24-25-22(26(21)2)30-15-20(28)23-17-7-9-18(10-8-17)27-12-5-3-4-6-13-27/h7-11,14H,3-6,12-13,15H2,1-2H3,(H,23,28)",CC1=C(C=CO1)C2=NN=C(N2C)SCC(=O)NC3=CC=C(C=C3)N4CCCCCC4,USRDOZYLIUSZHP-UHFFFAOYSA-N,"N-[4-(azepan-1-yl)phenyl]-2-[[4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl]acetamide",425.189,425.189,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|DiscoveryGate|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808023,Methyl 4-[2-[4-(azepan-1-yl)anilino]-2-oxoethoxy]-3-methoxybenzoate,,412.5,C23H28N2O5,77.1,542,3.9,30,1,6,8,"InChI=1S/C23H28N2O5/c1-28-21-15-17(23(27)29-2)7-12-20(21)30-16-22(26)24-18-8-10-19(11-9-18)25-13-5-3-4-6-14-25/h7-12,15H,3-6,13-14,16H2,1-2H3,(H,24,26)",COC1=C(C=CC(=C1)C(=O)OC)OCC(=O)NC2=CC=C(C=C2)N3CCCCCC3,CUAVRTWNRDKYSP-UHFFFAOYSA-N,methyl 4-[2-[4-(azepan-1-yl)anilino]-2-oxoethoxy]-3-methoxybenzoate,412.2,412.2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808205,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] (2S)-oxolane-2-carboxylate,,346.4,C19H26N2O4,67.9,441,2.8,25,1,5,6,"InChI=1S/C19H26N2O4/c22-18(14-25-19(23)17-6-5-13-24-17)20-15-7-9-16(10-8-15)21-11-3-1-2-4-12-21/h7-10,17H,1-6,11-14H2,(H,20,22)/t17-/m0/s1",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)COC(=O)[C@@H]3CCCO3,TZEHPXKDRBNGGL-KRWDZBQOSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] (2S)-oxolane-2-carboxylate,346.189,346.189,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808206,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] (2R)-oxolane-2-carboxylate,,346.4,C19H26N2O4,67.9,441,2.8,25,1,5,6,"InChI=1S/C19H26N2O4/c22-18(14-25-19(23)17-6-5-13-24-17)20-15-7-9-16(10-8-15)21-11-3-1-2-4-12-21/h7-10,17H,1-6,11-14H2,(H,20,22)/t17-/m1/s1",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)COC(=O)[C@H]3CCCO3,TZEHPXKDRBNGGL-QGZVFWFLSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] (2R)-oxolane-2-carboxylate,346.189,346.189,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808370,[2-[4-(Azepan-1-yl)anilino]-2-oxoethyl] 3-(4-methoxyphenyl)propanoate,,410.5,C24H30N2O4,67.9,517,4.2,30,1,5,9,"InChI=1S/C24H30N2O4/c1-29-22-13-6-19(7-14-22)8-15-24(28)30-18-23(27)25-20-9-11-21(12-10-20)26-16-4-2-3-5-17-26/h6-7,9-14H,2-5,8,15-18H2,1H3,(H,25,27)",COC1=CC=C(C=C1)CCC(=O)OCC(=O)NC2=CC=C(C=C2)N3CCCCCC3,HAUKUDKGZHVSNC-UHFFFAOYSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] 3-(4-methoxyphenyl)propanoate,410.221,410.221,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808741,[2-[4-(Azepan-1-yl)anilino]-2-oxoethyl] 2-amino-4-nitrobenzoate,,412.4,C21H24N4O5,130,595,3.7,30,2,7,6,"InChI=1S/C21H24N4O5/c22-19-13-17(25(28)29)9-10-18(19)21(27)30-14-20(26)23-15-5-7-16(8-6-15)24-11-3-1-2-4-12-24/h5-10,13H,1-4,11-12,14,22H2,(H,23,26)",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)COC(=O)C3=C(C=C(C=C3)[N+](=O)[O-])N,CZGNUFJMZBPCBZ-UHFFFAOYSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] 2-amino-4-nitrobenzoate,412.175,412.175,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808920,N-[4-(azepan-1-yl)phenyl]-2-(2-formyl-4-nitrophenoxy)acetamide,AKOS006551995,397.4,C21H23N3O5,104,551,3.4,29,1,6,6,"InChI=1S/C21H23N3O5/c25-14-16-13-19(24(27)28)9-10-20(16)29-15-21(26)22-17-5-7-18(8-6-17)23-11-3-1-2-4-12-23/h5-10,13-14H,1-4,11-12,15H2,(H,22,26)",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)COC3=C(C=C(C=C3)[N+](=O)[O-])C=O,JHQWVHUBHYBINW-UHFFFAOYSA-N,N-[4-(azepan-1-yl)phenyl]-2-(2-formyl-4-nitrophenoxy)acetamide,397.164,397.164,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|AKos Consulting & Solutions|Ambinter|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
8808991,[2-[4-(Azepan-1-yl)anilino]-2-oxoethyl] 2-(4-formylphenoxy)acetate,,410.5,C23H26N2O5,84.9,546,3.5,30,1,6,9,"InChI=1S/C23H26N2O5/c26-15-18-5-11-21(12-6-18)29-17-23(28)30-16-22(27)24-19-7-9-20(10-8-19)25-13-3-1-2-4-14-25/h5-12,15H,1-4,13-14,16-17H2,(H,24,27)",C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)COC(=O)COC3=CC=C(C=C3)C=O,PEXSYHHQIVQKIL-UHFFFAOYSA-N,[2-[4-(azepan-1-yl)anilino]-2-oxoethyl] 2-(4-formylphenoxy)acetate,410.184,410.184,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20060730,ABI Chem|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
